Company Name,Ticker,Market Cap (mil),Optionable,Div. Yield %,Next EPS Report Date  (yyyymmdd)
"Sociedad Quimica y Minera","SQM","13559.26","YES","4.23","20231115"
"Squarespace","SQSP","3715.93","YES","0","20231107"
"Spire","SR","2988.91","YES","5.07","20231116"
"Sportradar Group","SRAD","8992.96","YES","0","20240320"
"Spirit Realty Capital","SRC","5161.42","YES","7.33","20231102"
"Stericycle","SRCL","3796.16","YES","0","20231102"
"Sempra Energy","SRE","44523.48","YES","3.36","20231103"
"Sarepta Therapeutics","SRPT","6733.76","YES","0","20240227"
"South State","SSB","5075.71","YES","3.11","20240125"
"Simpson Manufacturing","SSD","5836.79","YES",".79","20240205"
"SS&C Technologies","SSNC","12203.47","YES","1.95","20240206"
"Silver Standard Resources","SSRM","2397.72","YES","2.38","20240228"
"Sensata Technologies Holding","ST","4824.17","YES","1.52","20240130"
"STAAR Surgical","STAA","2101.01","YES","0","20240220"
"Stag Industrial","STAG","6180.67","YES","4.32","20240221"
"STERIS","STE","21035.5","YES",".98","20231107"
"StepStone Group","STEP","3080.99","YES","2.98","20231106"
"Steel Dynamics","STLD","18058.55","YES","1.56","20240124"
"Stantec","STN","6869.44","YES",".93","20231109"
"StoneCo","STNE","3175.32","YES","0","20231110"
"Scorpio Tankers","STNG","3154.64","YES","1.73","20231109"
"SITIO ROYALTIES","STR","3846.14","YES","6.54","20231108"
"Strategic Education","STRA","2026.3","YES","2.9","20231102"
"Sterling Infrastructure, Inc.","STRL","2316.29","YES","0","20231106"
"State Street","STT","19977.7","YES","4.26","20240119"
"Stevanato Group","STVN","7610.16","YES","0","20240307"
"Starwood Property Trust","STWD","5626.86","YES","10.67","20231108"
"Seagate Technology","STX","14902.27","YES","3.93","20240124"
"Constellation Brands","STZ","43021.08","YES","1.52","20240104"
"Suncor Energy","SU","42522.07","YES","4.71","20231101"
"Sun Communities","SUI","14123.29","YES","3.28","20240228"
"Summit Materials","SUM","4034.09","YES","0","20240221"
"Sunoco","SUN","5140.35","YES","6.58","20240221"
"Suzano","SUZ","14089.08","YES","3.09","20240227"
"ShockWave Medical","SWAV","7848.42","YES","0","20231106"
"Stanley Black & Decker","SWK","13028.4","YES","3.81","20240201"
"Skyworks Solutions","SWKS","13876.72","YES","3.12","20231102"
"Southwestern Energy","SWN","7886.48","YES","0","20231102"
"Southwest Gas","SWX","4146.36","YES","4.28","20231108"
"Sensient Technologies","SXT","2367.26","YES","2.93","20240209"
"Synchrony Financial","SYF","11574.11","YES","3.58","20240122"
"Stryker","SYK","103318.67","YES","1.1","20231102"
"SYMBOTIC INC","SYM","18359.64","YES","0","20231120"
"Synaptics","SYNA","3098.81","YES","0","20231109"
"Sysco","SYY","33102.41","YES","3.05","20240130"
"AT&T","T","111381.42","YES","7.12","20240124"
"TransAlta","TAC","2323.99","YES","2.16","20231107"
"Takeda Pharmaceutical Co.","TAK","43198.79","YES","3.71","20240201"
"TAL Education Group","TAL","5438.62","YES","0","20240118"
"Molson Coors","TAP","12582.93","YES","2.82","20231102"
"The Bancorp","TBBK","2008.98","YES","0","20240125"
"Texas Capital Bancshares","TCBI","2610.39","YES","0","20240117"
"Trip.com Group Limited","TCOM","21662.62","YES","0","20231213"
"The Toronto Dominion Bank","TD","100752.13","YES","5.06","20231207"
"Teradata","TDC","4240.75","YES","0","20231106"
"Transdigm Group","TDG","45710.42","YES","0","20231109"
"Teladoc Health","TDOC","2756.53","YES","0","20240228"
"Telephone and Data Systems","TDS","2090.53","YES","3.99","20231103"
"Tidewater","TDW","3640.87","YES","0","20231106"
"Teledyne Technologies","TDY","17403.6","YES","0","20240124"
"Atlassian","TEAM","45775.16","YES","0","20231102"
"BioTechne Corp","TECH","8359.82","YES",".61","20240201"
"Teck Resources","TECK","18162.64","YES","1.04","20240220"
"Telefonica","TEF","21714.89","YES","6.26","20231103"
"TE Connectivity","TEL","38570.5","YES","1.92","20240124"
"Tenable Holdings","TENB","4853.37","YES","0","20240206"
"Teradyne","TER","12746.18","YES",".53","20240124"
"Teva Pharmaceutical Industries","TEVA","9816.9","YES","0","20231108"
"Terex","TEX","3153","YES","1.45","20240208"
"Truist Financial","TFC","37996.2","YES","7.3","20240118"
"TFI International","TFII","9601.15","YES","1.25","20240205"
"Triple Flag Precious Metals Corp.","TFPM","2585.43","YES","1.64","20231107"
"TFS Financial","TFSL","3389.18","YES","9.35","20240125"
"Teleflex","TFX","8811.5","YES",".73","20231102"
"Textainer Group","TGH","2080.86","YES","2.44","20231102"
"TEGNA","TGNA","2928.11","YES","3.13","20231107"
"Target","TGT","50564.26","YES","4.02","20231115"
"Tenet Healthcare","THC","5391.4","YES","0","20240208"
"The Hanover Insurance Group","THG","4273.3","YES","2.71","20240207"
"Thor Industries","THO","4788.16","YES","2.14","20231206"
"TreeHouse Foods","THS","2341.4","YES","0","20231106"
"The TJX Companies","TJX","100747.73","YES","1.51","20231115"
"TKO Group Holdings, Inc.","TKO","6851.69","YES",".58","20231107"
"The Timken Company","TKR","4886.91","YES","1.92","20240205"
"Toyota Motor","TM","251697.83","YES","2.4","20240208"
"Tencent Music Entertainment Group","TME","12372.92","YES","0","20231114"
"Taylor Morrison Home","TMHC","4365.88","YES","0","20240221"
"Thermo Fisher Scientific","TMO","170246.3","YES",".32","20240207"
"TMobile US","TMUS","167746.7","YES","0","20240207"
"TriNet","TNET","5132.65","YES","0","20240221"
"Travel  Leisure Co.","TNL","2430.42","YES","5.36","20240228"
"Toll Brothers","TOL","7980.31","YES","1.13","20231205"
"Toast","TOST","8682.61","YES","0","20231107"
"TPG Inc.","TPG","8713.14","YES","3.12","20231107"
"Tri Pointe Homes","TPH","2514.62","YES","0","20240220"
"Tapestry","TPR","6047.61","YES","5.27","20231109"
"Tempur Sealy International","TPX","6955.14","YES","1.09","20231102"
"Tootsie Roll Industries","TR","2175.21","YES","1.16","20240213"
"Trex","TREX","6341.97","YES","0","20240226"
"Targa Resources","TRGP","18825.39","YES","2.38","20231102"
"Thomson Reuters","TRI","55670.54","YES","1.6","20240208"
"Trimble","TRMB","10171.26","YES","0","20240214"
"TORM","TRMD","2549.32","YES","14","20231109"
"Terreno Realty","TRNO","4554.67","YES","3.32","20231101"
"T. Rowe Price","TROW","20329.1","YES","5.36","20240125"
"TC Energy","TRP","36312.07","YES","7.86","20231108"
"TransUnion","TRU","8522.8","YES",".95","20240213"
"The Travelers Companies","TRV","38663.46","YES","2.36","20240123"
"Tenaris","TS","18788.24","YES","2.14","20240221"
"Tractor Supply Co.","TSCO","20734.43","YES","2.16","20240125"
"Tower Semiconductor","TSEM","2514.65","YES","0","20231113"
"Tesla","TSLA","653777","YES","0","20240124"
"Taiwan Semiconductor","TSM","455367.16","YES","1.67","20240111"
"Tyson Foods","TSN","16522.89","YES","4.13","20231113"
"Trane Technologies","TT","48762.93","YES","1.41","20240201"
"Toro","TTC","8414.49","YES","1.68","20231220"
"The Trade Desk","TTD","34686.44","YES","0","20231109"
"TotalEnergies","TTE","164577.39","YES","3.43","20240214"
"Tetra Tech","TTEK","7911.15","YES",".7","20231115"
"TakeTwo Interactive Software","TTWO","22725.05","YES","0","20231108"
"TELUS","TU","23903.76","YES","6.55","20231103"
"Tradeweb Markets","TW","21231.93","YES",".4","20240201"
"Twilio","TWLO","9144.57","YES","0","20231108"
"Hostess Brands","TWNK","4429.54","YES","0","20231101"
"Ternium","TX","7141.67","YES","9.9","20240213"
"10x Genomics","TXG","4029.79","YES","0","20231102"
"Texas Instruments","TXN","130027.58","YES","3.63","20240123"
"Texas Roadhouse","TXRH","6875.76","YES","2.14","20240215"
"Textron","TXT","14894.46","YES",".11","20240124"
"Tyler Technologies","TYL","15598.47","YES","0","20240221"
"Unity Software","U","9617.11","YES","0","20231108"
"Under Armour","UA","2832.36","YES","0","20231108"
"Under Armour","UAA","3014.95","YES","0","20231108"
"United Airlines","UAL","11418.19","YES","0","20240116"
"Uber Technologies","UBER","89567.6","YES","0","20231107"
"United Bankshares","UBSI","3832.16","YES","5.07","20240125"
"United Community Banks","UCBI","2620.72","YES","4.17","20240116"
"United Dominion Realty Trust","UDR","10331.63","YES","5.35","20240205"
"Uranium Energy","UEC","2237.92","YES","0","20231218"
"UFP Industries","UFPI","5947.94","YES","1.25","20240220"
"UGI","UGI","4371.82","YES","7.19","20231116"
"Ultrapar Participacoes","UGP","4661.42","YES","2.2","20231109"
"U-Haul Holding Company","UHAL","9552.92","YES","0","20231108"
"Universal Health Services","UHS","8701.21","YES",".64","20240226"
"Ubiquiti","UI","7208.42","YES","2.01","20231103"
"Ulta Beauty","ULTA","18483.39","YES","0","20231207"
"UMB Financial","UMBF","3081.22","YES","2.39","20240123"
"United Microelectronics","UMC","18206.91","YES","6.11","20240115"
"Unifirst","UNF","3055.59","YES",".76","20240103"
"UnitedHealth Group","UNH","492423.81","YES","1.41","20240112"
"Unum Group","UNM","8306.22","YES","3.44","20240130"
"Union Pacific","UNP","126528.05","YES","2.51","20240123"
"United Parcel Service","UPS","119452.09","YES","4.64","20240130"
"Upstart","UPST","2062.8","YES","0","20231107"
"Urban Outfitters","URBN","3173.81","YES","0","20231120"
"United Rentals","URI","27755.15","YES","1.45","20240124"
"USA Compression Partners","USAC","2483.04","YES","8.31","20240213"
"U.S. Bancorp","USB","48840.28","YES","6.03","20240124"
"US Foods","USFD","9737.84","YES","0","20231109"
"United States Cellular","USM","3661.6","YES","0","20231103"
"United Therapeutics","UTHR","10516.67","YES","0","20240228"
"Visa","V","444197.94","YES",".75","20240125"
"Marriot Vacations Worldwide","VAC","3242.5","YES","3.24","20240228"
"Valaris","VAL","5015.63","YES","0","20231107"
"VALE","VALE","63614.88","YES","4.66","20240215"
"Visteon","VC","3135.44","YES","0","20240215"
"Veeva Systems","VEEV","30050.62","YES","0","20231207"
"Vertex","VERX","3572.48","YES","0","20231109"
"Vermilion Energy","VET","2374.79","YES","2.04","20240313"
"V.F. Corporation","VFC","5094.18","YES","9.16","20240206"
"VICI Properties","VICI","28832.41","YES","5.96","20240222"
"Vipshop","VIPS","8401.93","YES","0","20231128"
"Virtu Financial","VIRT","2980.51","YES","5.25","20231102"
"Vista Oil & Gas","VIST","2564.74","YES","0","20240222"
"Telefonica Brasil","VIV","15870.33","YES","1.92","20240221"
"Valero Energy","VLO","45105.67","YES","3.19","20240125"
"Veralto Corporation","VLTO","16628.26","YES","0","20240124"
"Valley National Bancorp","VLY","3934.17","YES","5.68","20240125"
"Vulcan Materials","VMC","27079.6","YES",".84","20240215"
"Valmont Industries","VMI","4175.66","YES","1.21","20240228"
"VMware","VMW","63101.71","YES","0","20231128"
"Vornado Realty Trust","VNO","3696.05","YES","4.66","20240212"
"Viper Energy Partners","VNOM","4562.36","YES","3.83","20231106"
"Vontier","VNT","4589.54","YES",".34","20231102"
"Voya Financial","VOYA","7163.43","YES","2.36","20240206"
"Verona Pharma","VRNA","9077.37","YES","0","20231102"
"Varonis Systems","VRNS","3657.55","YES","0","20240205"
"Verra Mobility","VRRM","3357.78","YES","0","20231101"
"Verisk Analytics","VRSK","32179.84","YES",".61","20240227"
"VeriSign","VRSN","20056.04","YES","0","20240208"
"Vertiv","VRT","15308.63","YES",".02","20240228"
"Veritiv","VRTV","2295.55","YES","1.49","20231114"
"Vertex Pharmaceuticals","VRTX","95322.16","YES","0","20231106"
"Vishay Intertechnology","VSH","3117.36","YES","1.78","20231108"
"Vistra","VST","12471.66","YES","2.43","20231107"
"Vestis Corporation","VSTS","2035.31","YES","0","20231129"
"Ventas","VTR","17213.73","YES","4.21","20231102"
"Viatris","VTRS","10699.83","YES","5.38","20231107"
"Valvoline","VVV","4114.12","YES",".42","20231109"
"NCR Voyix Corporation","VYX","2195.22","YES","0","20231107"
"Verizon Communications","VZ","148825.2","YES","7.51","20240123"
"Wayfair","W","5145.98","YES","0","20240222"
"Westinghouse Air Brake Technologies","WAB","18955.04","YES",".64","20240221"
"Western Alliance Ban","WAL","4640.59","YES","3.4","20240123"
"Waters","WAT","14234.35","YES","0","20231107"
"Weibo","WB","2707.2","YES","0","20231109"
"Walgreens Boots Alliance","WBA","17822.56","YES","9.31","20240104"
"Warner Bros. Discovery","WBD","24568.84","YES","0","20231108"
"Webster Financial","WBS","6575.02","YES","4.22","20240125"
"WESCO International","WCC","6736.75","YES","1.14","20231102"
"Waste Connections","WCN","33428.91","YES",".79","20240221"
"Walker & Dunlop","WD","2179.07","YES","3.86","20231109"
"Workday","WDAY","55402.52","YES","0","20231205"
"Western Digital","WDC","13529.83","YES","0","20240130"
"WD40","WDFC","2878.22","YES","1.56","20240108"
"WEC Energy Group","WEC","26042.28","YES","3.78","20240201"
"Welltower","WELL","44315.02","YES","2.86","20240221"
"Wendy's","WEN","3974.38","YES","5.27","20231102"
"Werner Enterprises","WERN","2281.42","YES","1.56","20240206"
"Western Midstream Partners","WES","10446.13","YES","8.47","20240228"
"WEX","WEX","7227.31","YES","0","20240208"
"Wells Fargo & Company","WFC","143849.27","YES","3.53","20240112"
"West Fraser Timber Co.","WFG","5694.54","YES","1.71","20240213"
"Weatherford International","WFRD","6872.9","YES","0","20240206"
"Wyndham Hotels & Resorts","WH","6018.89","YES","1.93","20240221"
"Cactus","WHD","3655.35","YES","1.04","20231108"
"Whirlpool","WHR","5734.33","YES","6.7","20240129"
"Wingstop","WING","5895","YES",".45","20240228"
"Encore Wire","WIRE","2822.22","YES",".04","20240213"
"Wipro Limited","WIT","23673.79","YES",".24","20240112"
"Wix.com","WIX","4468.9","YES","0","20231109"
"Workiva","WK","4570.08","YES","0","20240220"
"Westlake","WLK","14838.74","YES","1.72","20231102"
"Waste Management","WM","66071.28","YES","1.71","20240130"
"The Williams Companies","WMB","42234.16","YES","5.16","20240219"
"Warner Music Group","WMG","16217.67","YES","2.16","20231116"
"Advanced Drainage Systems","WMS","8513.71","YES",".52","20231102"
"Walmart","WMT","443758.09","YES","1.38","20231116"
"WNS","WNS","2529.41","YES","0","20240118"
"Wolfspeed","WOLF","4151.06","YES","0","20240124"
"Worthington Industries","WOR","3112.85","YES","2.05","20231219"
"W.P. Carey","WPC","11605.48","YES","7.9","20231103"
"Wheaton Precious Metals","WPM","19519.6","YES","1.39","20231109"
"W.R. Berkley","WRB","17493.56","YES",".65","20240125"
"WestRock","WRK","9274.75","YES","3.04","20231109"
"WillScot Mobile Mini","WSC","7669.23","YES","0","20240220"
"WSFS","WSFS","2175.45","YES","1.68","20240125"
"WilliamsSonoma","WSM","9592.24","YES","2.41","20231116"
"Watsco","WSO","13992.14","YES","2.74","20240215"
"West Pharmaceutical Services","WST","23801","YES",".24","20240215"
"Wintrust Financial","WTFC","4578.05","YES","2.14","20240117"
"Essential Utilities","WTRG","8900.62","YES","3.65","20231106"
"Watts Water Technologies","WTS","5791.46","YES",".83","20240214"
"Willis Towers Watson","WTW","24309.56","YES","1.43","20240208"
"Western Union","WU","4153.69","YES","8.25","20240206"
"Woodward","WWD","7644.64","YES",".7","20231116"
"Weyerhaeuser","WY","20987.53","YES","2.64","20240125"
"Wynn Resorts","WYNN","9905.63","YES","1.15","20231108"
"United States Steel","X","7639.07","YES",".58","20240201"
"Xcel Energy","XEL","33406.96","YES","3.44","20240125"
"Xenon Pharmaceuticals","XENE","2002.62","YES","0","20231114"
"Exxon Mobil","XOM","422897.28","YES","3.45","20240130"
"XP","XP","11395.35","YES","2.88","20231114"
"XPeng","XPEV","13356.22","YES","0","20231115"
"XPO, Inc.","XPO","9041.96","YES","0","20240214"
"Dentsply Sirona","XRAY","6529.32","YES","1.82","20231102"
"Xylem","XYL","22777.03","YES","1.4","20240206"
"Yelp","YELP","2870.85","YES","0","20231102"
"YETI","YETI","3608.24","YES","0","20231109"
"Full Truck Alliance","YMM","7209.32","YES","0","20231122"
"Yandex","YNDX","6846.48","YES","0","20240221"
"CLEAR Secure","YOU","2580.23","YES","1.65","20231108"
"YPF Sociedad Anonima","YPF","4070.79","YES","0","20231108"
"Yum Brands","YUM","33989.63","YES","2","20240214"
"Yum China","YUMC","18539.93","YES","1.17","20240206"
"JOYY","YY","2441.84","YES","2.01","20231127"
"Zillow Group Class C","Z","8488.84","YES","0","20240221"
"Zimmer Biomet","ZBH","21955.86","YES",".91","20231107"
"Zebra Technologies","ZBRA","10164.48","YES","0","20240215"
"Ziff Davis","ZD","2722.82","YES","0","20231108"
"Zillow Group Class A","ZG","8332.84","YES","0","20240221"
"ZoomInfo Technologies","ZI","5030.41","YES","0","20240205"
"Zions Bancorporation","ZION","4595.46","YES","5.29","20240122"
"Zai Lab Limited","ZLAB","2446.26","YES","0","20231107"
"Zoom Video Communications","ZM","18066.45","YES","0","20231120"
"Zscaler","ZS","23053.99","YES","0","20231207"
"ZTO Express Cayman","ZTO","14311.71","YES","0","20231116"
"Zoetis","ZTS","69710.39","YES",".99","20231102"
"Zurn Elkay Water Solutions Cor","ZWS","4726.37","YES","1.02","20240206"
